date,value
2026-05-14,1.3472
2026-05-15,1.3473
2026-05-18,1.3474
2026-05-19,1.3473
2026-05-20,1.3474
2026-05-21,1.3475
2026-05-24,1.3476
2026-05-25,1.348
2026-05-27,1.3482
2026-05-28,1.3483
2026-05-31,1.3485
2026-06-01,1.3499
2026-06-02,1.35
2026-06-03,1.3502
2026-06-04,1.3504
2026-06-18,1.3526
2026-06-21,1.3527
2026-06-22,1.3531
2026-06-23,1.3536
2026-06-24,1.3535
2026-06-25,1.3537
2026-06-28,1.3538
2026-06-29,1.3542
2026-06-30,1.3533
2026-07-01,1.3536
2026-07-02,1.3537
2026-07-05,1.3539
2026-07-06,1.3543
2026-07-07,1.3545
2026-07-08,1.3548
2026-07-09,1.355
2026-07-12,1.3551
2026-07-13,1.3556
2026-07-14,1.3556
2026-07-15,1.3559
2026-07-16,1.356
2026-07-19,1.3561
2026-07-20,1.3566
2026-07-21,1.3567
2026-07-22,1.3569
2026-07-23,1.357
2026-07-26,1.3572
2026-07-27,1.3576
2026-07-28,1.3577
