date,value
2026-03-19,1.339812
2026-03-23,1.340335
2026-03-24,1.340465
2026-03-25,1.340597
2026-03-26,1.340728
2026-03-27,1.340859
2026-03-30,1.341245
2026-03-31,1.341369
2026-04-01,1.341514
2026-04-06,1.342164
2026-04-07,1.342294
2026-04-08,1.34242
2026-04-10,1.342685
2026-04-13,1.343072
2026-04-14,1.343202
2026-04-15,1.343332
2026-04-16,1.343468
2026-04-17,1.343597
2026-04-20,1.343986
2026-04-21,1.344117
2026-04-22,1.344246
2026-04-23,1.344376
2026-04-24,1.344503
2026-04-27,1.344894
2026-04-28,1.345024
2026-04-29,1.345154
2026-04-30,1.345278
2026-05-04,1.345797
2026-05-05,1.345928
2026-05-06,1.346058
2026-05-07,1.346189
2026-05-08,1.346319
2026-05-11,1.346686
2026-05-12,1.346817
2026-05-13,1.346947
2026-05-15,1.347206
2026-05-18,1.347594
2026-05-19,1.347727
2026-05-20,1.347858
2026-05-21,1.347988
2026-05-22,1.348118
2026-05-25,1.348505
2026-05-28,1.348891
2026-05-29,1.349009
2026-06-01,1.349397
2026-06-02,1.349529
2026-06-03,1.349661
2026-06-04,1.349801
2026-06-05,1.349931
2026-06-19,1.35176
2026-06-22,1.352154
2026-06-23,1.352286
