date,value
2026-05-14,115.6675
2026-05-15,113.4555
2026-05-18,113.8176
2026-05-19,111.2982
2026-05-20,114.0091
2026-05-21,117.8168
2026-05-22,122.0907
2026-05-25,121.6392
2026-05-26,125.9148
2026-05-28,125.1179
2026-05-29,127.2388
2026-06-01,125.2456
2026-06-02,128.5307
2026-06-03,129.4607
2026-06-04,127.0892
2026-06-18,129.6982
2026-06-19,130.0281
2026-06-22,135.1491
2026-06-23,135.5182
2026-06-24,128.9022
2026-06-25,128.4332
2026-06-26,127.4526
2026-06-29,127.8453
2026-06-30,133.55
2026-07-01,135.5292
2026-07-02,132.8757
2026-07-03,132.6318
2026-07-06,130.0658
2026-07-07,124.0004
2026-07-08,123.3114
2026-07-09,127.9105
2026-07-10,126.4133
2026-07-13,123.6354
2026-07-14,124.9566
2026-07-15,125.531
2026-07-16,119.8078
2026-07-17,115.6419
2026-07-20,117.6105
2026-07-21,119.8409
2026-07-22,121.5981
2026-07-23,121.5364
2026-07-24,117.9422
2026-07-27,116.4362
2026-07-28,109.7653
2026-07-29,108.5483
2026-07-30,111.4174
2026-07-31,114.9414
2026-08-03,114.457
2026-08-04,119.651
2026-08-05,121.4352
2026-08-06,118.6075
2026-08-07,120.0217
2026-08-10,119.9652
2026-08-11,120.2779
2026-08-12,123.0942
2026-08-13,124.4895
2026-08-14,124.6083
2026-08-17,126.1324
2026-08-18,122.2293
2026-08-19,119.2288
2026-08-20,118.2831
2026-08-24,116.3487
2026-08-25,117.7961
