date,value
2026-05-14,1.8508
2026-05-15,1.8045
2026-05-18,1.7992
2026-05-19,1.7693
2026-05-20,1.7628
2026-05-21,1.806
2026-05-22,1.823
2026-05-25,1.8507
2026-05-26,1.8614
2026-05-28,1.8701
2026-05-29,1.8832
2026-06-01,1.9114
2026-06-02,1.9299
2026-06-03,1.9221
2026-06-04,1.8964
2026-06-18,1.9021
2026-06-19,1.9012
2026-06-22,1.9209
2026-06-23,1.8484
2026-06-24,1.8461
2026-06-25,1.8756
2026-06-26,1.8089
2026-06-29,1.8191
2026-06-30,1.839
2026-07-01,1.8357
2026-07-02,1.798
2026-07-03,1.8421
2026-07-06,1.8372
