2026-03-19,"237.36* as of Mar 18, 2026"
2026-03-19,"237.36* as of Mar 18, 2026"
2026-03-19,"237.36* as of Mar 18, 2026"
2026-03-23,"236.12* as of Mar 22, 2026"
2026-03-24,"233.85* as of Mar 23, 2026"
2026-03-25,"233.39* as of Mar 24, 2026"
2026-03-26,"234.24* as of Mar 25, 2026"
2026-03-27,"236.56* as of Mar 26, 2026"
2026-03-27,"236.56* as of Mar 26, 2026"
2026-03-27,"236.56* as of Mar 26, 2026"
2026-03-30,"233.02* as of Mar 29, 2026"
2026-03-31,"230.18* as of Mar 30, 2026"
2026-04-01,"228.89* as of Mar 31, 2026"
2026-04-01,"228.89* as of Mar 31, 2026"
2026-04-01,"228.89* as of Mar 31, 2026"
2026-04-01,"228.89* as of Mar 31, 2026"
2026-04-01,"228.89* as of Mar 31, 2026"
2026-04-06,"235.91* as of Apr 5, 2026"
2026-04-07,"235.44* as of Apr 6, 2026"
2026-04-08,"235.65* as of Apr 7, 2026"
2026-04-08,"235.65* as of Apr 7, 2026"
2026-04-10,"242.10* as of Apr 9, 2026"
2026-04-10,"242.10* as of Apr 9, 2026"
2026-04-10,"242.10* as of Apr 9, 2026"
2026-04-13,"244.94* as of Apr 12, 2026"
2026-04-14,"246.40* as of Apr 13, 2026"
2026-04-15,"247.03* as of Apr 14, 2026"
2026-04-16,"251.40* as of Apr 15, 2026"
2026-04-17,"251.77* as of Apr 16, 2026"
2026-04-17,"251.77* as of Apr 16, 2026"
2026-04-17,"251.77* as of Apr 16, 2026"
2026-04-20,"252.83* as of Apr 19, 2026"
2026-04-21,"255.36* as of Apr 20, 2026"
2026-04-22,"254.75* as of Apr 21, 2026"
2026-04-23,"254.75* as of Apr 22, 2026"
2026-04-24,"257.64* as of Apr 23, 2026"
2026-04-24,"257.64* as of Apr 23, 2026"
