2026-03-19,"108.38* as of Mar 18, 2026"
2026-03-19,"108.38* as of Mar 18, 2026"
2026-03-19,"108.38* as of Mar 18, 2026"
2026-03-23,"109.33* as of Mar 22, 2026"
2026-03-24,"109.18* as of Mar 23, 2026"
2026-03-25,"108.15* as of Mar 24, 2026"
2026-03-26,"109.01* as of Mar 25, 2026"
2026-03-27,"108.54* as of Mar 26, 2026"
2026-03-27,"108.54* as of Mar 26, 2026"
2026-03-27,"108.54* as of Mar 26, 2026"
2026-03-30,"108.92* as of Mar 29, 2026"
2026-03-31,"109.16* as of Mar 30, 2026"
2026-04-01,"109.66* as of Mar 31, 2026"
2026-04-01,"109.66* as of Mar 31, 2026"
2026-04-01,"109.66* as of Mar 31, 2026"
