2026-03-19,"111.84* as of Mar 18, 2026"
2026-03-19,"111.84* as of Mar 18, 2026"
2026-03-19,"111.84* as of Mar 18, 2026"
2026-03-23,"111.43* as of Mar 22, 2026"
2026-03-24,"110.93* as of Mar 23, 2026"
2026-03-25,"110.69* as of Mar 24, 2026"
2026-03-26,"111.29* as of Mar 25, 2026"
2026-03-27,"110.76* as of Mar 26, 2026"
2026-03-27,"110.76* as of Mar 26, 2026"
2026-03-27,"110.76* as of Mar 26, 2026"
2026-03-30,"110.28* as of Mar 29, 2026"
2026-03-31,"110.41* as of Mar 30, 2026"
2026-04-01,"110.84* as of Mar 31, 2026"
2026-04-01,"110.84* as of Mar 31, 2026"
2026-04-01,"110.84* as of Mar 31, 2026"
2026-04-01,"110.84* as of Mar 31, 2026"
2026-04-01,"110.84* as of Mar 31, 2026"
2026-04-06,"111.35* as of Apr 5, 2026"
2026-04-07,"111.32* as of Apr 6, 2026"
2026-04-08,"111.45* as of Apr 7, 2026"
2026-04-08,"111.45* as of Apr 7, 2026"
