date,value
2026-03-19,1.355424
2026-03-23,1.35595
2026-03-24,1.356082
2026-03-25,1.356214
2026-03-26,1.356345
2026-03-27,1.356477
2026-03-30,1.356872
2026-04-01,1.357135
2026-04-06,1.357794
2026-04-07,1.357925
2026-04-08,1.358057
2026-04-10,1.35832
2026-04-13,1.358715
2026-04-14,1.358847
2026-04-16,1.35911
2026-04-17,1.359241
2026-04-20,1.359635
2026-04-21,1.359765
2026-04-22,1.359895
2026-04-23,1.360025
2026-04-24,1.360147
2026-04-27,1.360514
2026-04-28,1.360637
2026-04-29,1.360762
2026-04-30,1.360887
2026-05-04,1.36139
2026-05-05,1.361519
2026-05-06,1.361647
2026-05-07,1.361775
2026-05-08,1.361903
2026-05-11,1.362288
2026-05-12,1.362416
2026-05-13,1.362544
2026-05-15,1.3628
2026-05-18,1.36319
2026-05-19,1.363313
2026-05-21,1.363574
2026-05-22,1.363698
2026-05-25,1.364082
2026-05-26,1.36421
2026-05-28,1.364467
2026-06-01,1.364982
2026-06-02,1.365111
2026-06-03,1.36524
2026-06-04,1.365368
2026-06-05,1.365497
2026-06-19,1.367302
2026-06-22,1.367689
2026-06-23,1.367819
2026-06-24,1.367932
2026-06-25,1.368086
2026-06-26,1.36822
2026-06-29,1.368621
2026-06-30,1.368755
2026-07-01,1.368888
