date,value
2026-05-15,176.559377
2026-05-18,176.59356
2026-05-19,176.589065
2026-05-20,176.615343
2026-05-21,176.625025
2026-05-22,176.62887
2026-05-25,176.641461
2026-05-26,176.680857
2026-05-28,176.732838
2026-05-29,176.737729
2026-06-01,176.75785
2026-06-02,176.809945
2026-06-03,176.825709
2026-06-04,176.822424
2026-06-18,177.220166
2026-06-19,177.270268
2026-06-22,177.317425
2026-06-23,177.351968
2026-06-24,177.358272
2026-06-25,177.372096
2026-06-26,177.372562
2026-06-29,177.449308
2026-06-30,177.493685
2026-07-01,177.503603
2026-07-02,177.518146
2026-07-03,177.534415
2026-07-06,177.593094
2026-07-07,177.633702
2026-07-08,177.650173
2026-07-09,177.655131
2026-07-10,177.673624
